,track_popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
6750,1,0.708,0.38,3,-9.088,0.0948,0.763,0.0,0.123,0.217,113.1,255929
6751,67,0.798,0.556,11,-8.597,0.0303,0.527,0.000353,0.0959,0.627,109.994,236727
6752,57,0.399,0.578,3,-3.298,0.0456,0.674,0.0,0.132,0.433,80.22,248854
6754,72,0.54,0.439,10,-8.591,0.115,0.635,1.93e-05,0.0993,0.371,167.908,209547
6755,38,0.804,0.467,0,-10.345,0.042,0.554,0.00188,0.101,0.368,119.648,260760
6756,53,0.41,0.648,7,-4.469,0.0362,0.503,0.0,0.219,0.337,60.391,256333
6757,74,0.559,0.578,8,-9.54,0.151,0.79,0.000522,0.324,0.239,79.938,320720
6761,75,0.61,0.305,4,-14.037,0.053,0.653,0.0,0.103,0.222,113.818,206975
6763,64,0.505,0.458,7,-7.87,0.0392,0.217,0.0,0.116,0.17,123.922,301773
6764,77,0.567,0.388,9,-9.579,0.0384,0.782,0.000309,0.248,0.452,116.362,249191
6766,39,0.51,0.294,1,-8.24,0.0565,0.283,0.0,0.0825,0.396,121.442,159150
6767,33,0.717,0.543,1,-8.536,0.062,0.358,0.0104,0.0906,0.55,82.974,163374
6769,49,0.677,0.388,8,-6.697,0.0406,0.731,0.0,0.154,0.419,119.069,209747
6770,56,0.465,0.714,11,-6.611,0.0317,0.00591,0.624,0.16,0.294,140.026,260571
6771,36,0.333,0.679,9,-6.09,0.415,0.00154,0.157,0.172,0.0531,89.968,276867
6772,1,0.576,0.864,0,-4.287,0.0527,0.0832,0.0,0.241,0.425,126.021,206814
6774,44,0.708,0.581,6,-9.521,0.0557,0.323,0.0206,0.0961,0.329,99.987,202467
6776,55,0.44,0.623,0,-8.228,0.0316,0.000856,0.0586,0.103,0.0563,140.006,258800
6777,51,0.423,0.746,0,-6.912,0.0582,0.0385,1.33e-05,0.21,0.214,139.804,247422
6778,3,0.487,0.68,7,-8.497,0.0408,0.000599,0.0339,0.144,0.0752,94.46,324807
6779,47,0.694,0.739,8,-2.078,0.0742,0.517,0.00102,0.128,0.563,119.965,211130
6780,39,0.468,0.931,7,-3.554,0.19,0.195,0.00145,0.125,0.153,145.103,231759
6781,42,0.531,0.907,0,-2.977,0.0478,0.0128,0.0,0.355,0.316,154.861,237575
6782,40,0.797,0.722,7,-6.846,0.0401,0.212,0.06,0.105,0.233,120.036,339000
6783,18,0.71,0.695,0,-7.008,0.0405,0.148,1.35e-06,0.132,0.455,120.007,205470
6785,62,0.69,0.857,10,-5.613,0.0405,0.0557,0.11,0.0341,0.409,136.99,213340
6786,57,0.481,0.687,7,-6.748,0.0699,0.238,0.11,0.107,0.188,145.971,270257
6787,58,0.407,0.925,11,-4.155,0.0747,0.0113,0.0025,0.192,0.119,151.993,214733
6788,63,0.514,0.924,8,-5.417,0.052,0.000208,0.805,0.0684,0.0675,151.994,224211
6791,44,0.591,0.828,5,-4.155,0.04,0.00927,0.0,0.328,0.3,154.965,232302
6792,47,0.662,0.848,4,-4.304,0.261,0.185,0.00572,0.132,0.575,88.999,224120
6793,39,0.687,0.736,10,-7.481,0.106,0.165,0.00502,0.0711,0.449,101.151,226049
6794,49,0.945,0.546,8,-6.109,0.0519,0.119,0.000519,0.121,0.962,120.004,197467
6795,0,0.59,0.942,7,-3.595,0.0539,0.00227,0.215,0.279,0.834,139.991,224347
6799,19,0.608,0.725,8,-7.291,0.0279,0.0233,0.0474,0.0812,0.411,109.011,245053
6800,26,0.706,0.735,0,-5.382,0.0306,0.00336,0.132,0.0632,0.628,116.998,186080
6801,55,0.493,0.865,11,-4.672,0.0609,0.00272,0.276,0.107,0.43,150.003,235276
6802,9,0.617,0.723,7,-2.394,0.0342,0.149,1.29e-06,0.133,0.236,95.0,266790
6804,44,0.659,0.729,3,-5.839,0.0498,0.146,0.000851,0.0898,0.254,121.989,258827
6805,16,0.67,0.825,5,-5.419,0.0306,0.0524,0.00364,0.105,0.611,99.99,236379
6806,62,0.609,0.801,0,-4.417,0.034,0.0137,0.00349,0.127,0.407,129.99,243413
6811,40,0.701,0.75,1,-4.622,0.0456,0.011,0.000199,0.125,0.568,113.473,240080
6812,27,0.77,0.621,0,-9.559,0.0495,0.618,4.77e-06,0.0952,0.899,95.051,163973
6813,50,0.55,0.763,7,-6.338,0.0437,0.000486,0.0438,0.56,0.373,173.889,237187
6814,26,0.618,0.841,11,-5.108,0.0271,0.107,0.0165,0.242,0.356,106.997,286733
6815,23,0.721,0.567,0,-6.733,0.0412,0.378,0.0,0.349,0.23,143.995,242609
6816,37,0.628,0.681,9,-4.875,0.0545,0.00305,6.52e-06,0.675,0.35,104.997,197900
6817,23,0.697,0.794,2,-5.005,0.0761,0.0724,0.0,0.0353,0.379,96.989,186881
6818,74,0.338,0.803,8,-5.412,0.0413,0.0187,0.0,0.136,0.4,151.994,241853
6820,5,0.637,0.359,10,-9.841,0.0325,0.593,5.39e-05,0.108,0.142,111.049,245294
6821,54,0.68,0.798,3,-4.978,0.116,0.0929,0.0,0.0746,0.594,116.989,186800
6822,45,0.549,0.882,7,-4.911,0.0505,0.0825,0.0,0.372,0.645,169.994,212560
6823,32,0.619,0.835,0,-6.192,0.04,0.00101,1.08e-06,0.318,0.37,100.5,166467
6824,10,0.655,0.715,7,-5.504,0.183,0.145,0.0,0.357,0.609,100.055,185045
6825,0,0.513,0.799,4,-3.299,0.037,0.387,0.0,0.109,0.348,142.004,202000
6826,40,0.684,0.631,0,-6.746,0.0378,0.306,4.97e-05,0.103,0.528,91.958,172174
6829,54,0.655,0.823,0,-4.28,0.0546,0.0196,9.14e-05,0.546,0.622,111.007,231307
6830,45,0.554,0.528,9,-6.912,0.0501,0.00664,0.0817,0.211,0.44,149.86,273918
6831,42,0.474,0.749,10,-5.113,0.0363,0.00645,7.41e-05,0.0642,0.1,121.969,354286
6832,35,0.603,0.725,11,-6.277,0.047,0.0571,0.103,0.216,0.502,104.945,183467
6833,38,0.708,0.887,1,-5.751,0.0837,0.00167,0.291,0.129,0.811,110.046,334563
6834,43,0.665,0.595,1,-7.036,0.0518,0.227,0.0,0.217,0.593,96.971,204076
6836,32,0.54,0.916,0,-2.458,0.0418,0.0221,4.66e-05,0.18,0.718,94.044,245106
6837,40,0.543,0.78,7,-5.726,0.102,0.0124,5.12e-06,0.171,0.67,84.012,213500
6839,30,0.571,0.778,1,-3.721,0.124,0.37,9.81e-06,0.143,0.443,119.972,239000
6840,43,0.772,0.687,2,-6.451,0.0438,0.122,0.00613,0.14,0.843,120.018,226907
6841,57,0.646,0.625,8,-10.75,0.0422,0.00432,0.291,0.119,0.186,109.019,283067
6842,54,0.746,0.67,0,-5.072,0.0594,0.0408,0.194,0.133,0.629,125.016,238640
6843,0,0.619,0.767,1,-5.926,0.0358,0.0155,0.0,0.12,0.247,121.04,219174
6844,2,0.612,0.657,11,-6.971,0.0454,0.103,0.124,0.131,0.767,87.94,289973
6845,22,0.588,0.829,2,-5.839,0.058,0.113,1.32e-05,0.0821,0.473,102.016,218824
6846,17,0.642,0.758,3,-6.572,0.141,0.134,0.00762,0.272,0.344,125.965,216257
6847,43,0.553,0.763,0,-5.026,0.0299,0.00375,0.000939,0.676,0.457,98.022,297613
6848,64,0.531,0.821,2,-6.812,0.0439,0.0701,0.171,0.124,0.34,129.139,230800
6850,1,0.479,0.675,9,-4.893,0.0413,0.0319,0.00536,0.128,0.189,145.022,257045
6853,0,0.696,0.784,11,-7.2,0.071,0.216,0.00108,0.417,0.276,111.985,245357
6855,0,0.624,0.761,11,-5.867,0.0345,0.692,0.000938,0.0942,0.637,91.5,216393
6856,26,0.636,0.608,1,-6.732,0.0592,0.0072,1.16e-06,0.108,0.487,100.048,209287
6857,0,0.653,0.684,10,-9.703,0.0432,0.496,0.794,0.366,0.354,105.049,269973
6858,32,0.643,0.639,1,-6.433,0.0264,0.0477,0.00606,0.15,0.166,100.038,206735
6859,47,0.576,0.75,4,-6.948,0.0275,0.00665,0.000441,0.0661,0.659,95.018,237474
6860,43,0.8,0.626,7,-6.043,0.0482,0.0194,0.00416,0.103,0.792,106.974,214080
6861,20,0.546,0.591,11,-5.649,0.0284,0.0616,0.538,0.275,0.357,120.031,316000
6862,34,0.521,0.47,3,-8.988,0.125,0.21,0.00227,0.218,0.628,193.948,161853
6864,48,0.389,0.757,9,-5.576,0.0497,0.0349,0.132,0.0861,0.509,96.98,241947
6865,43,0.64,0.498,3,-8.678,0.0322,0.0502,0.105,0.227,0.27,128.068,188073
6866,22,0.638,0.754,7,-5.174,0.0345,0.133,0.0517,0.48,0.688,120.021,309640
6867,28,0.507,0.535,9,-8.074,0.0375,0.0264,0.607,0.162,0.348,85.966,202868
6868,35,0.353,0.316,9,-10.638,0.0306,0.403,0.342,0.323,0.0693,94.936,252474
6869,29,0.601,0.503,9,-7.989,0.0349,0.377,8.29e-05,0.096,0.603,130.225,219031
6870,26,0.65,0.493,3,-8.786,0.0633,0.622,0.00111,0.119,0.489,163.977,239053
6871,32,0.302,0.535,9,-7.829,0.0525,0.635,0.643,0.112,0.297,82.242,190707
6872,25,0.665,0.554,7,-9.46,0.222,0.552,0.254,0.105,0.666,177.961,240373
6873,37,0.47,0.47,2,-10.682,0.128,0.268,0.0109,0.0931,0.0715,76.406,210293
6874,34,0.538,0.567,4,-8.215,0.0468,0.221,0.45,0.124,0.469,84.941,242127
6875,39,0.683,0.388,0,-8.041,0.0305,0.304,0.223,0.089,0.525,110.022,204427
6876,25,0.516,0.56,1,-6.955,0.0388,0.097,0.00963,0.0889,0.841,163.963,209067
6877,43,0.722,0.595,2,-5.829,0.0272,0.0662,0.00482,0.197,0.364,110.047,195360
6878,2,0.747,0.537,4,-8.452,0.0335,0.0774,0.00108,0.0968,0.337,97.016,213582
6879,2,0.763,0.355,2,-8.826,0.0518,0.162,0.00552,0.092,0.867,70.007,234925
6881,8,0.815,0.479,5,-8.544,0.0511,0.0214,0.576,0.0723,0.783,90.029,239000
6882,1,0.708,0.456,7,-8.775,0.0404,0.84,0.0658,0.159,0.0859,94.976,258264
6884,64,0.551,0.324,0,-10.962,0.0314,0.896,0.0873,0.277,0.231,90.957,217053
6885,60,0.844,0.362,2,-10.071,0.0363,0.568,0.771,0.109,0.202,115.987,238667
6886,41,0.605,0.45,7,-9.825,0.0522,0.861,0.00769,0.0857,0.144,101.085,210813
6887,58,0.768,0.429,1,-9.401,0.0955,0.875,0.419,0.115,0.415,104.026,225600
6889,1,0.808,0.34,4,-8.18,0.0628,0.619,0.0342,0.11,0.723,98.021,208707
6890,57,0.853,0.474,9,-10.711,0.049,0.828,0.00755,0.306,0.636,115.052,255720
6891,57,0.946,0.493,8,-9.654,0.0509,0.162,0.297,0.0875,0.592,120.012,270000
6892,56,0.613,0.634,9,-7.375,0.0266,0.0173,0.0844,0.118,0.496,107.009,270000
6893,45,0.728,0.388,9,-11.788,0.0347,0.0221,0.884,0.0932,0.57,94.999,368347
6894,56,0.626,0.389,5,-10.179,0.0413,0.174,0.683,0.102,0.372,182.092,448583
6895,33,0.597,0.626,5,-5.872,0.0265,0.00175,0.0,0.0689,0.762,95.978,236547
6896,29,0.76,0.634,3,-6.238,0.0499,0.0262,3.7e-06,0.0585,0.918,102.033,184147
6897,31,0.561,0.64,4,-6.297,0.0244,0.127,0.0,0.163,0.288,97.95,239093
6898,87,0.905,0.389,8,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,193143
6899,84,0.678,0.533,4,-10.485,0.186,0.462,0.219,0.139,0.323,150.455,180953
6900,86,0.726,0.444,8,-8.922,0.372,0.283,0.143,0.177,0.569,185.044,168840
6901,0,0.573,0.591,10,-7.723,0.0364,0.0128,0.0409,0.116,0.601,169.975,263567
6903,57,0.66,0.591,4,-8.497,0.026,0.16,0.848,0.632,0.849,100.034,172507
6904,43,0.685,0.364,3,-13.038,0.053,0.751,0.164,0.19,0.349,129.908,214661
6906,3,0.768,0.568,0,-11.548,0.0489,0.655,0.0464,0.0906,0.62,101.002,280120
6908,0,0.551,0.528,3,-3.45,0.0445,0.765,0.000808,0.15,0.165,74.421,195356
6909,33,0.135,0.312,7,-11.607,0.0304,0.452,0.936,0.175,0.0827,173.782,253960
6910,3,0.395,0.665,6,-4.031,0.0897,0.557,0.0,0.117,0.597,131.688,195133
6911,26,0.858,0.368,11,-13.592,0.0961,0.241,6.61e-06,0.0628,0.633,81.888,292379
6912,58,0.509,0.856,9,-5.091,0.0553,0.00895,0.0108,0.424,0.427,91.02,257320
6913,31,0.394,0.331,10,-11.762,0.0802,0.29,1.35e-05,0.109,0.154,106.532,197708
6914,2,0.894,0.334,4,-7.852,0.0838,0.156,0.782,0.105,0.346,93.025,196128
6915,4,0.825,0.304,5,-11.597,0.101,0.14,0.000498,0.147,0.3,84.927,140973
6916,5,0.532,0.178,9,-9.754,0.0541,0.614,0.14,0.0985,0.103,149.879,181467
6917,5,0.74,0.415,0,-11.429,0.0594,0.288,0.534,0.103,0.153,89.997,168000
6918,8,0.688,0.349,6,-7.182,0.27,0.241,0.685,0.374,0.433,169.773,144000
6919,45,0.554,0.458,9,-8.096,0.041,0.346,0.000304,0.0947,0.189,123.687,235749
6920,3,0.498,0.331,4,-14.084,0.0273,0.27,0.198,0.107,0.106,96.734,286293
6921,38,0.383,0.534,10,-8.829,0.0277,0.468,0.676,0.14,0.276,76.046,290160
6922,61,0.408,0.415,7,-11.257,0.0248,0.503,0.906,0.105,0.275,89.801,311000
6923,52,0.539,0.389,1,-9.911,0.0897,0.164,6.42e-05,0.105,0.281,142.092,258641
6925,52,0.828,0.221,4,-14.332,0.0838,0.459,0.0339,0.0891,0.2,132.994,227368
6926,56,0.614,0.383,9,-8.763,0.0268,0.961,0.44,0.079,0.133,109.008,322994
6927,5,0.712,0.327,6,-13.86,0.0304,0.162,0.0787,0.109,0.113,119.983,309591
6928,35,0.601,0.512,11,-11.56,0.0265,0.776,0.0261,0.0919,0.318,100.536,228253
6929,61,0.675,0.409,0,-10.707,0.0423,0.294,0.000596,0.119,0.308,79.954,248920
6930,42,0.611,0.556,1,-7.31,0.056,0.399,0.000228,0.122,0.23,125.979,241173
6931,55,0.716,0.275,0,-10.013,0.0547,0.754,1.85e-05,0.147,0.352,63.513,298907
6933,7,0.592,0.701,1,-5.879,0.0292,0.276,0.000103,0.0882,0.509,146.032,315603
6934,54,0.948,0.419,8,-13.043,0.058,0.779,0.916,0.121,0.363,113.235,289841
6935,39,0.706,0.3,2,-14.218,0.0302,0.699,0.0271,0.108,0.0819,108.903,235627
6936,49,0.718,0.287,11,-12.835,0.181,0.489,0.836,0.0995,0.118,176.112,358636
6937,12,0.709,0.359,4,-11.598,0.0675,0.354,0.113,0.078,0.0975,107.062,219236
6938,63,0.752,0.543,1,-9.483,0.0398,0.623,0.0706,0.107,0.282,126.001,233280
6939,44,0.626,0.546,1,-7.257,0.0296,0.0207,0.0118,0.0769,0.263,118.964,166893
6940,34,0.431,0.482,9,-9.352,0.0465,0.0985,0.000405,0.238,0.201,143.0,204293
6942,0,0.775,0.541,5,-5.892,0.0498,0.165,4.87e-05,0.0929,0.817,97.993,230185
6945,38,0.706,0.319,9,-11.544,0.0583,0.54,0.00115,0.133,0.27,130.99,227363
6946,10,0.793,0.468,11,-10.054,0.0408,0.00839,0.0786,0.0689,0.534,96.0,205602
6949,23,0.716,0.538,1,-8.562,0.0452,0.00224,0.692,0.0847,0.113,119.98,207400
6950,44,0.525,0.634,1,-5.866,0.037,0.075,0.000106,0.113,0.661,170.065,297316
6951,8,0.715,0.564,8,-5.56,0.0456,0.676,0.0072,0.0854,0.213,104.923,186267
6952,47,0.488,0.463,1,-7.687,0.0284,0.383,0.868,0.0574,0.153,104.877,368547
6953,39,0.656,0.413,5,-10.117,0.029,0.728,0.00254,0.118,0.394,77.006,207222
6954,40,0.716,0.536,9,-11.236,0.0497,0.847,0.21,0.439,0.362,101.866,260625
6955,63,0.699,0.67,1,-6.219,0.0347,0.0147,0.22,0.356,0.556,111.988,281407
6956,49,0.382,0.657,10,-4.867,0.0329,0.11,0.00037,0.103,0.372,182.141,263453
6957,2,0.666,0.574,4,-8.831,0.0318,0.312,0.598,0.111,0.334,95.005,225613
6958,28,0.713,0.824,0,-5.585,0.0836,0.0909,0.0411,0.318,0.398,113.014,250548
6960,32,0.689,0.404,5,-8.898,0.0365,0.238,0.00132,0.618,0.22,109.968,191819
6961,15,0.588,0.724,4,-4.379,0.0315,0.0348,9.52e-05,0.239,0.377,107.986,236787
6962,0,0.178,0.478,5,-5.927,0.0396,0.954,0.00585,0.125,0.0841,167.301,292280
6963,20,0.546,0.421,0,-13.254,0.0289,0.541,0.233,0.216,0.0791,139.906,255222
6964,4,0.5,0.268,6,-13.59,0.235,0.727,0.0,0.104,0.187,92.056,226558
6967,2,0.353,0.0811,3,-14.573,0.0351,0.966,2.27e-06,0.104,0.356,173.415,187933
6968,3,0.454,0.229,2,-12.592,0.0297,0.167,0.102,0.202,0.134,73.552,290707
6969,53,0.759,0.76,9,-7.199,0.0322,0.0804,0.0,0.0818,0.731,120.006,256333
6971,45,0.541,0.847,11,-6.52,0.0297,0.303,0.271,0.109,0.62,148.937,220609
6972,18,0.585,0.845,0,-7.209,0.047,0.0145,0.000288,0.11,0.733,76.487,239773
6975,27,0.445,0.893,5,-6.132,0.0533,0.00143,0.0241,0.184,0.143,195.696,208053
6976,11,0.675,0.693,8,-8.248,0.054,0.189,0.633,0.0754,0.593,110.017,249600
6977,70,0.345,0.0581,3,-17.217,0.0374,0.976,0.000366,0.103,0.304,174.117,189507
6978,57,0.686,0.582,10,-6.088,0.0371,0.489,8.09e-06,0.082,0.437,121.97,198971
6979,0,0.552,0.879,7,-3.306,0.0833,0.0152,0.0,0.082,0.612,145.007,215820
6982,57,0.719,0.861,5,-6.982,0.0402,0.0447,0.00989,0.219,0.948,121.491,201213
6984,12,0.653,0.328,11,-9.82,0.0451,0.815,0.0,0.114,0.501,144.966,234213
6985,0,0.676,0.587,1,-6.441,0.0291,0.422,5.4e-05,0.0764,0.485,116.001,240323
6986,1,0.697,0.592,7,-8.476,0.174,0.104,3.54e-05,0.421,0.37,144.124,229966
6987,0,0.418,0.383,4,-11.782,0.0257,0.0718,0.0177,0.0896,0.352,87.773,257480
6989,0,0.264,0.205,10,-10.527,0.031,0.922,6.89e-05,0.0851,0.105,84.24,225505
6990,0,0.43,0.537,0,-12.202,0.0948,0.928,0.0646,0.084,0.113,76.191,232000
6991,1,0.461,0.448,4,-6.955,0.0562,0.607,0.0,0.288,0.222,144.212,338333
6992,1,0.871,0.595,5,-7.618,0.0552,0.0929,0.00422,0.107,0.623,120.011,206099
6993,3,0.496,0.85,11,-6.341,0.0405,0.36,0.00402,0.139,0.143,82.512,249731
6994,1,0.768,0.649,11,-6.29,0.0845,0.188,0.000615,0.14,0.522,102.006,186333
6995,1,0.598,0.432,6,-8.619,0.0281,0.172,0.00035,0.106,0.254,122.006,251280
6996,57,0.582,0.375,1,-13.277,0.0329,0.702,0.0631,0.136,0.106,129.909,238971
7001,43,0.589,0.306,8,-16.09,0.0303,0.761,0.72,0.146,0.535,141.923,311408
7002,60,0.554,0.414,4,-12.288,0.0313,0.921,0.0149,0.108,0.229,137.355,235989
7003,44,0.709,0.292,8,-16.544,0.0314,0.776,0.896,0.11,0.778,110.225,163279
7004,52,0.143,0.311,10,-14.221,0.031,0.812,0.36,0.606,0.0892,173.317,260493
7006,37,0.494,0.443,3,-15.581,0.0314,0.926,0.518,0.102,0.149,105.892,333811
7007,42,0.42,0.111,4,-18.695,0.0306,0.977,0.182,0.105,0.102,75.001,169354
7008,38,0.668,0.394,8,-12.811,0.0293,0.978,0.0941,0.112,0.457,138.551,239703
7009,35,0.734,0.0772,2,-19.6,0.0544,0.846,0.95,0.0905,0.159,120.07,158360
7010,42,0.486,0.183,7,-16.494,0.0379,0.992,0.0308,0.0886,0.075,122.833,347459
7011,40,0.463,0.688,9,-8.127,0.0438,0.873,0.00456,0.0666,0.2,128.986,329647
7012,1,0.485,0.463,7,-11.059,0.0524,0.549,0.00106,0.116,0.383,98.047,200733
7013,0,0.443,0.608,3,-10.537,0.161,0.257,0.00205,0.13,0.807,142.406,222413
7015,1,0.847,0.373,8,-11.137,0.0476,0.0373,0.0228,0.0874,0.145,102.0,175440
7016,0,0.331,0.34,9,-10.106,0.0383,0.639,0.0,0.11,0.111,95.011,289120
7017,0,0.6,0.815,1,-5.273,0.0867,0.0247,1.37e-06,0.722,0.566,150.047,204680
7018,0,0.691,0.841,10,-4.832,0.0633,0.0275,0.000252,0.232,0.403,100.045,183200
7019,0,0.26,0.432,9,-10.198,0.0353,0.171,0.00765,0.239,0.267,164.154,256080
7020,0,0.199,0.347,4,-8.739,0.0294,0.127,0.0,0.123,0.194,175.175,236400
7022,0,0.542,0.371,2,-8.329,0.0326,0.73,0.0,0.116,0.214,130.155,212013
7023,0,0.31,0.101,8,-13.796,0.0697,0.953,0.0,0.0955,0.0778,65.119,276747
7024,0,0.471,0.592,6,-6.685,0.0308,0.0345,0.000222,0.207,0.219,75.939,190080
7025,63,0.518,0.126,10,-12.102,0.0431,0.942,0.0,0.105,0.166,75.991,143707
7026,0,0.433,0.863,4,-4.452,0.0296,0.00148,0.00107,0.351,0.54,82.998,240253
7027,39,0.528,0.427,11,-8.926,0.0347,0.826,0.0,0.122,0.195,141.866,189071
7028,33,0.481,0.0533,5,-17.591,0.038,0.953,0.69,0.0948,0.04,115.887,367835
7029,4,0.572,0.797,5,-3.995,0.0483,0.064,0.0,0.105,0.252,135.006,204444
7031,2,0.657,0.633,7,-7.063,0.0399,0.0222,1.01e-05,0.13,0.31,140.024,186857
7034,0,0.641,0.572,9,-7.06,0.0323,0.231,0.0131,0.104,0.058,95.018,275554
7036,26,0.688,0.749,11,-7.51,0.0353,0.00419,0.0123,0.044,0.798,135.022,204480
7037,0,0.503,0.713,8,-5.795,0.0405,0.0791,0.0,0.215,0.345,89.799,212467
7038,33,0.584,0.756,0,-5.386,0.0498,0.138,1.53e-05,0.173,0.722,87.989,206667
7039,0,0.578,0.857,0,-4.173,0.132,0.294,0.0,0.1,0.729,131.783,209360
7040,45,0.6,0.191,8,-5.953,0.0334,0.875,0.000173,0.112,0.134,73.953,217693
7041,0,0.484,0.601,0,-8.972,0.086,0.873,0.903,0.159,0.0503,94.964,245684
7042,0,0.739,0.407,11,-9.806,0.0414,0.509,0.0433,0.116,0.113,129.052,250097
7043,24,0.781,0.423,1,-9.22,0.192,0.239,0.268,0.104,0.307,160.078,220439
7044,69,0.588,0.471,0,-7.287,0.0577,0.592,0.00146,0.0733,0.209,152.881,242081
7045,25,0.578,0.743,10,-4.605,0.0688,0.672,0.0,0.118,0.206,129.635,285947
7047,43,0.707,0.567,10,-12.573,0.0286,0.0301,0.0913,0.114,0.749,115.982,262656
7048,66,0.383,0.43,10,-8.644,0.0302,0.817,1.04e-06,0.0869,0.174,107.005,280757
7049,0,0.582,0.563,1,-9.314,0.0388,0.228,0.000343,0.0714,0.31,99.986,223200
7050,53,0.689,0.403,9,-9.099,0.0405,0.752,1.89e-05,0.12,0.124,124.548,203407
7051,1,0.552,0.279,4,-8.254,0.0417,0.697,0.000515,0.0985,0.19,91.892,239795
7052,5,0.65,0.333,1,-9.949,0.0548,0.2,0.000148,0.125,0.349,72.0,234427
7053,0,0.384,0.577,0,-5.835,0.05,0.267,0.000426,0.0761,0.636,78.236,232760
7054,35,0.673,0.774,9,-6.708,0.0417,0.00828,0.00648,0.0649,0.662,133.023,219474
7057,0,0.612,0.822,11,-4.968,0.034,0.000353,7.06e-05,0.0914,0.858,130.054,214990
7060,24,0.656,0.731,0,-6.104,0.0672,0.00642,0.0,0.116,0.265,101.03,215150
7061,8,0.637,0.858,11,-5.513,0.0795,0.378,0.00204,0.242,0.787,149.938,235172
7062,0,0.663,0.938,7,-2.175,0.0539,0.0604,0.000144,0.0442,0.793,117.985,250653
7063,25,0.662,0.917,9,-4.308,0.0403,0.00811,0.0,0.0704,0.846,141.952,209707
7064,0,0.613,0.742,11,-6.102,0.0319,0.0359,0.00819,0.118,0.851,137.013,199217
7065,35,0.68,0.804,7,-5.076,0.0288,0.155,0.00331,0.275,0.623,130.073,211233
7066,34,0.645,0.684,11,-5.084,0.0302,0.0151,5.46e-06,0.104,0.581,94.014,201250
7067,58,0.577,0.854,7,-3.754,0.0473,0.0596,2.69e-05,0.205,0.336,94.999,227631
7068,0,0.573,0.733,4,-5.799,0.0269,0.0106,0.00069,0.121,0.304,107.975,229827
7069,0,0.619,0.94,2,-5.359,0.0637,0.00107,2.85e-05,0.0805,0.743,119.994,213400
7072,12,0.821,0.885,5,-4.867,0.0527,0.0014,0.00031,0.19,0.87,109.998,240000
7073,35,0.695,0.809,1,-5.141,0.0413,0.0645,0.0,0.0531,0.434,119.971,243841
7075,9,0.592,0.693,7,-4.934,0.0395,0.397,2.87e-05,0.242,0.255,120.076,210840
7076,3,0.496,0.79,9,-5.162,0.0412,0.000448,1.01e-05,0.316,0.58,152.102,202581
7077,59,0.708,0.737,11,-6.665,0.0943,0.0299,0.0804,0.101,0.476,132.612,191800
7078,40,0.701,0.766,10,-4.829,0.161,0.00989,0.000611,0.346,0.308,106.99,201006
7079,31,0.781,0.578,8,-6.928,0.0397,0.118,0.0,0.129,0.517,113.978,201551
7080,0,0.642,0.887,0,-4.985,0.0418,0.000404,0.00153,0.111,0.536,120.023,224440
7081,8,0.711,0.517,11,-7.695,0.0391,0.154,0.0,0.149,0.294,119.945,204516
7084,16,0.628,0.84,11,-5.336,0.0418,0.00883,3.53e-05,0.14,0.455,95.013,206773
7085,28,0.664,0.859,1,-5.483,0.0331,0.0344,0.0,0.1,0.829,119.994,171965
7086,51,0.777,0.898,6,-2.483,0.0656,0.0661,4.09e-06,0.0926,0.928,120.027,206280
7087,29,0.52,0.926,6,-4.389,0.0381,0.00294,0.00248,0.245,0.721,139.963,192320
7088,18,0.723,0.817,9,-5.847,0.0467,0.114,0.00801,0.0941,0.84,100.03,214476
7089,49,0.703,0.574,5,-6.776,0.0681,0.0152,4.62e-06,0.038,0.784,103.962,196418
7090,42,0.701,0.837,1,-5.231,0.0558,0.021,0.0,0.927,0.344,102.019,227057
7092,45,0.619,0.805,7,-6.643,0.034,0.0223,0.000586,0.0838,0.45,101.989,220747
7093,68,0.543,0.682,3,-5.81,0.112,0.219,1.53e-06,0.085,0.424,179.972,195502
7094,44,0.675,0.745,11,-8.634,0.0344,0.187,0.00894,0.115,0.569,120.97,211393
7095,46,0.647,0.86,11,-5.765,0.0433,0.0133,0.00016,0.136,0.785,117.97,270507
7098,56,0.665,0.709,11,-3.643,0.037,0.0371,0.0,0.323,0.841,100.001,205049
7100,52,0.709,0.831,2,-6.847,0.0391,0.108,0.00128,0.159,0.866,104.971,227067
7101,38,0.681,0.783,7,-5.986,0.034,0.132,0.0112,0.156,0.756,117.985,203539
7103,37,0.779,0.739,0,-6.567,0.12,0.259,0.00015,0.125,0.511,119.968,215634
7104,26,0.763,0.925,10,-3.073,0.104,0.0123,1.77e-06,0.0857,0.876,111.979,165000
7105,5,0.686,0.564,5,-6.063,0.03,0.0599,0.0,0.0914,0.266,99.968,212429
7106,36,0.636,0.648,8,-8.1,0.0363,0.0882,9.92e-05,0.0876,0.349,92.949,189355
7107,50,0.542,0.758,9,-5.032,0.0313,0.000184,5.63e-06,0.144,0.43,156.128,178480
7108,35,0.751,0.775,11,-3.869,0.0777,0.174,4.24e-05,0.143,0.373,115.99,178865
7109,24,0.668,0.653,0,-6.361,0.0972,0.0123,0.00323,0.269,0.49,119.926,219735
7110,62,0.709,0.562,5,-4.864,0.0724,0.0449,0.0,0.217,0.386,125.965,205267
